cat_pais,year,ncat_ronda,dico_debates_eleccion,eng_cat_pais
Bolivia,2004,0,NA,Bolivia
Bolivia,2005,1,1,Bolivia
Bolivia,2006,0,NA,Bolivia
Bolivia,2007,0,NA,Bolivia
Bolivia,2008,0,NA,Bolivia
Bolivia,2009,1,0,Bolivia
Bolivia,2010,0,NA,Bolivia
Bolivia,2011,0,NA,Bolivia
Bolivia,2012,0,NA,Bolivia
Bolivia,2013,0,NA,Bolivia
Bolivia,2014,1,1,Bolivia
Bolivia,2015,0,NA,Bolivia
Bolivia,2016,0,NA,Bolivia
Bolivia,2017,0,NA,Bolivia
Bolivia,2018,0,NA,Bolivia
Bolivia,2019,1,0,Bolivia
Bolivia,2020,1,1,Bolivia
Bolivia,2021,0,NA,Bolivia
Bolivia,2022,0,NA,Bolivia
Bolivia,2023,0,NA,Bolivia
Bolivia,2024,0,NA,Bolivia
Mexico,1958,0,NA,Mexico
Mexico,1959,0,NA,Mexico
Mexico,1960,0,NA,Mexico
Mexico,1961,0,NA,Mexico
Mexico,1962,0,NA,Mexico
Mexico,1963,0,NA,Mexico
Mexico,1964,0,NA,Mexico
Mexico,1965,0,NA,Mexico
Mexico,1966,0,NA,Mexico
Mexico,1967,0,NA,Mexico
Mexico,1968,0,NA,Mexico
Mexico,1969,0,NA,Mexico
Mexico,1970,0,NA,Mexico
Mexico,1971,0,NA,Mexico
Mexico,1972,0,NA,Mexico
Mexico,1973,0,NA,Mexico
Mexico,1974,0,NA,Mexico
Mexico,1975,0,NA,Mexico
Mexico,1976,0,NA,Mexico
Mexico,1977,0,NA,Mexico
Mexico,1978,0,NA,Mexico
Mexico,1979,0,NA,Mexico
Mexico,1980,0,NA,Mexico
Mexico,1981,0,NA,Mexico
Mexico,1982,1,0,Mexico
Mexico,1983,0,NA,Mexico
Mexico,1984,0,NA,Mexico
Mexico,1985,0,NA,Mexico
Mexico,1986,0,NA,Mexico
Mexico,1987,0,NA,Mexico
Mexico,1988,1,0,Mexico
Mexico,1989,0,NA,Mexico
Mexico,1990,0,NA,Mexico
Mexico,1991,0,NA,Mexico
Mexico,1992,0,NA,Mexico
Mexico,1993,0,NA,Mexico
Mexico,1994,1,1,Mexico
Mexico,1995,0,NA,Mexico
Mexico,1996,0,NA,Mexico
Mexico,1997,0,NA,Mexico
Mexico,1998,0,NA,Mexico
Mexico,1999,0,NA,Mexico
Mexico,2000,1,1,Mexico
Mexico,2001,0,NA,Mexico
Mexico,2002,0,NA,Mexico
Mexico,2003,0,NA,Mexico
Mexico,2004,0,NA,Mexico
Mexico,2005,0,NA,Mexico
Mexico,2006,1,1,Mexico
Mexico,2007,0,NA,Mexico
Mexico,2008,0,NA,Mexico
Mexico,2009,0,NA,Mexico
Mexico,2010,0,NA,Mexico
Mexico,2011,0,NA,Mexico
Mexico,2012,1,1,Mexico
Mexico,2013,0,NA,Mexico
Mexico,2014,0,NA,Mexico
Mexico,2015,0,NA,Mexico
Mexico,2016,0,NA,Mexico
Mexico,2017,0,NA,Mexico
Mexico,2018,1,1,Mexico
Mexico,2019,0,NA,Mexico
Mexico,2020,0,NA,Mexico
Mexico,2021,0,NA,Mexico
Mexico,2022,0,NA,Mexico
Mexico,2023,0,NA,Mexico
Mexico,2024,0,NA,Mexico
Guatemala,1958,0,NA,Guatemala
Guatemala,1959,0,NA,Guatemala
Guatemala,1960,0,NA,Guatemala
Guatemala,1961,0,NA,Guatemala
Guatemala,1962,0,NA,Guatemala
Guatemala,1963,0,NA,Guatemala
Guatemala,1964,0,NA,Guatemala
Guatemala,1965,0,NA,Guatemala
Guatemala,1966,1,0,Guatemala
Guatemala,1967,0,NA,Guatemala
Guatemala,1968,0,NA,Guatemala
Guatemala,1969,0,NA,Guatemala
Guatemala,1970,1,0,Guatemala
Guatemala,1971,0,NA,Guatemala
Guatemala,1972,0,NA,Guatemala
Guatemala,1973,0,NA,Guatemala
Guatemala,1974,1,0,Guatemala
Guatemala,1975,0,NA,Guatemala
Guatemala,1976,0,NA,Guatemala
Guatemala,1977,0,NA,Guatemala
Guatemala,1978,1,0,Guatemala
Guatemala,1979,0,NA,Guatemala
Guatemala,1980,0,NA,Guatemala
Guatemala,1981,0,NA,Guatemala
Guatemala,1982,1,0,Guatemala
Guatemala,1983,0,NA,Guatemala
Guatemala,1984,0,NA,Guatemala
Guatemala,1985,2,0,Guatemala
Guatemala,1985,1,0,Guatemala
Guatemala,1986,0,NA,Guatemala
Guatemala,1987,0,NA,Guatemala
Guatemala,1988,0,NA,Guatemala
Guatemala,1989,0,NA,Guatemala
Guatemala,1990,0,NA,Guatemala
Guatemala,1991,2,0,Guatemala
Guatemala,1991,1,0,Guatemala
Guatemala,1992,0,NA,Guatemala
Guatemala,1993,0,NA,Guatemala
Guatemala,1994,0,NA,Guatemala
Guatemala,1995,2,1,Guatemala
Guatemala,1995,1,0,Guatemala
Guatemala,1996,0,NA,Guatemala
Guatemala,1997,0,NA,Guatemala
Guatemala,1998,0,NA,Guatemala
Guatemala,1999,2,0,Guatemala
Guatemala,1999,1,0,Guatemala
Guatemala,2000,0,NA,Guatemala
Guatemala,2001,0,NA,Guatemala
Guatemala,2002,0,NA,Guatemala
Guatemala,2003,2,1,Guatemala
Guatemala,2003,1,1,Guatemala
Guatemala,2004,0,NA,Guatemala
Guatemala,2005,0,NA,Guatemala
Guatemala,2006,0,NA,Guatemala
Guatemala,2007,2,0,Guatemala
Guatemala,2007,1,1,Guatemala
Guatemala,2008,0,NA,Guatemala
Guatemala,2009,0,NA,Guatemala
Guatemala,2010,0,NA,Guatemala
Guatemala,2011,2,1,Guatemala
Guatemala,2011,1,1,Guatemala
Guatemala,2012,0,NA,Guatemala
Guatemala,2013,0,NA,Guatemala
Guatemala,2014,0,NA,Guatemala
Guatemala,2015,2,1,Guatemala
Guatemala,2015,1,1,Guatemala
Guatemala,2016,0,NA,Guatemala
Guatemala,2017,0,NA,Guatemala
Guatemala,2018,0,NA,Guatemala
Guatemala,2019,2,0,Guatemala
Guatemala,2019,1,1,Guatemala
Guatemala,2020,0,NA,Guatemala
Guatemala,2021,0,NA,Guatemala
Guatemala,2022,0,NA,Guatemala
Guatemala,2023,2,1,Guatemala
Guatemala,2023,1,1,Guatemala
Guatemala,2024,0,NA,Guatemala
Honduras,1958,0,NA,Honduras
Honduras,1959,0,NA,Honduras
Honduras,1960,0,NA,Honduras
Honduras,1961,0,NA,Honduras
Honduras,1962,0,NA,Honduras
Honduras,1963,0,NA,Honduras
Honduras,1964,0,NA,Honduras
Honduras,1965,0,NA,Honduras
Honduras,1966,0,NA,Honduras
Honduras,1967,0,NA,Honduras
Honduras,1968,0,NA,Honduras
Honduras,1969,0,NA,Honduras
Honduras,1970,0,NA,Honduras
Honduras,1971,0,NA,Honduras
Honduras,1972,0,NA,Honduras
Honduras,1973,0,NA,Honduras
Honduras,1974,0,NA,Honduras
Honduras,1975,0,NA,Honduras
Honduras,1976,0,NA,Honduras
Honduras,1977,0,NA,Honduras
Honduras,1978,0,NA,Honduras
Honduras,1979,0,NA,Honduras
Honduras,1980,0,NA,Honduras
Honduras,1981,1,0,Honduras
Honduras,1982,0,NA,Honduras
Honduras,1983,0,NA,Honduras
Honduras,1984,0,NA,Honduras
Honduras,1985,1,0,Honduras
Honduras,1986,0,NA,Honduras
Honduras,1987,0,NA,Honduras
Honduras,1988,0,NA,Honduras
Honduras,1989,1,0,Honduras
Honduras,1990,0,NA,Honduras
Honduras,1991,0,NA,Honduras
Honduras,1992,0,NA,Honduras
Honduras,1993,1,1,Honduras
Honduras,1994,0,NA,Honduras
Honduras,1995,0,NA,Honduras
Honduras,1996,0,NA,Honduras
Honduras,1997,1,0,Honduras
Honduras,1998,0,NA,Honduras
Honduras,1999,0,NA,Honduras
Honduras,2000,0,NA,Honduras
Honduras,2001,1,0,Honduras
Honduras,2002,0,NA,Honduras
Honduras,2003,0,NA,Honduras
Honduras,2004,0,NA,Honduras
Honduras,2005,1,0,Honduras
Honduras,2006,0,NA,Honduras
Honduras,2007,0,NA,Honduras
Honduras,2008,0,NA,Honduras
Honduras,2009,1,0,Honduras
Honduras,2010,0,NA,Honduras
Honduras,2011,0,NA,Honduras
Honduras,2012,0,NA,Honduras
Honduras,2013,1,1,Honduras
Honduras,2014,0,NA,Honduras
Honduras,2015,0,NA,Honduras
Honduras,2016,0,NA,Honduras
Honduras,2017,1,1,Honduras
Honduras,2018,0,NA,Honduras
Honduras,2019,0,NA,Honduras
Honduras,2020,0,NA,Honduras
Honduras,2021,1,0,Honduras
Honduras,2022,0,NA,Honduras
Honduras,2023,0,NA,Honduras
Honduras,2024,0,NA,Honduras
Colombia,1958,0,NA,Colombia
Colombia,1959,0,NA,Colombia
Colombia,1960,0,NA,Colombia
Colombia,1961,0,NA,Colombia
Colombia,1962,0,NA,Colombia
Colombia,1963,0,NA,Colombia
Colombia,1964,0,NA,Colombia
Colombia,1965,0,NA,Colombia
Colombia,1966,0,NA,Colombia
Colombia,1967,0,NA,Colombia
Colombia,1968,0,NA,Colombia
Colombia,1969,0,NA,Colombia
Colombia,1970,0,NA,Colombia
Colombia,1971,0,NA,Colombia
Colombia,1972,0,NA,Colombia
Colombia,1973,0,NA,Colombia
Colombia,1974,1,0,Colombia
Colombia,1975,0,NA,Colombia
Colombia,1976,0,NA,Colombia
Colombia,1977,0,NA,Colombia
Colombia,1978,1,0,Colombia
Colombia,1979,0,NA,Colombia
Colombia,1980,0,NA,Colombia
Colombia,1981,0,NA,Colombia
Colombia,1982,1,0,Colombia
Colombia,1983,0,NA,Colombia
Colombia,1984,0,NA,Colombia
Colombia,1985,0,NA,Colombia
Colombia,1986,1,1,Colombia
Colombia,1987,0,NA,Colombia
Colombia,1988,0,NA,Colombia
Colombia,1989,0,NA,Colombia
Colombia,1990,1,0,Colombia
Colombia,1991,0,NA,Colombia
Colombia,1992,0,NA,Colombia
Colombia,1993,0,NA,Colombia
Colombia,1994,2,0,Colombia
Colombia,1994,1,1,Colombia
Colombia,1995,0,NA,Colombia
Colombia,1996,0,NA,Colombia
Colombia,1997,0,NA,Colombia
Colombia,1998,2,1,Colombia
Colombia,1998,1,0,Colombia
Colombia,1999,0,NA,Colombia
Colombia,2000,0,NA,Colombia
Colombia,2001,0,NA,Colombia
Colombia,2002,1,1,Colombia
Colombia,2003,0,NA,Colombia
Colombia,2004,0,NA,Colombia
Colombia,2005,0,NA,Colombia
Colombia,2006,1,1,Colombia
Colombia,2007,0,NA,Colombia
Colombia,2008,0,NA,Colombia
Colombia,2009,0,NA,Colombia
Colombia,2010,2,1,Colombia
Colombia,2010,1,1,Colombia
Colombia,2011,0,NA,Colombia
Colombia,2012,0,NA,Colombia
Colombia,2013,0,NA,Colombia
Colombia,2014,2,1,Colombia
Colombia,2014,1,1,Colombia
Colombia,2015,0,NA,Colombia
Colombia,2016,0,NA,Colombia
Colombia,2017,0,NA,Colombia
Colombia,2018,2,0,Colombia
Colombia,2018,1,1,Colombia
Colombia,2019,0,NA,Colombia
Colombia,2020,0,NA,Colombia
Colombia,2021,0,NA,Colombia
Colombia,2022,2,0,Colombia
Colombia,2022,1,1,Colombia
Colombia,2023,0,NA,Colombia
Colombia,2024,0,NA,Colombia
Costa Rica,1958,0,NA,Costa Rica
Costa Rica,1959,0,NA,Costa Rica
Costa Rica,1960,0,NA,Costa Rica
Costa Rica,1961,0,NA,Costa Rica
Costa Rica,1962,1,0,Costa Rica
Costa Rica,1963,0,NA,Costa Rica
Costa Rica,1964,0,NA,Costa Rica
Costa Rica,1965,0,NA,Costa Rica
Costa Rica,1966,1,0,Costa Rica
Costa Rica,1967,0,NA,Costa Rica
Costa Rica,1968,0,NA,Costa Rica
Costa Rica,1969,0,NA,Costa Rica
Costa Rica,1970,1,0,Costa Rica
Costa Rica,1971,0,NA,Costa Rica
Costa Rica,1972,0,NA,Costa Rica
Costa Rica,1973,0,NA,Costa Rica
Costa Rica,1974,1,0,Costa Rica
Costa Rica,1975,0,NA,Costa Rica
Costa Rica,1976,0,NA,Costa Rica
Costa Rica,1977,0,NA,Costa Rica
Costa Rica,1978,1,0,Costa Rica
Costa Rica,1979,0,NA,Costa Rica
Costa Rica,1980,0,NA,Costa Rica
Costa Rica,1981,0,NA,Costa Rica
Costa Rica,1982,1,0,Costa Rica
Costa Rica,1983,0,NA,Costa Rica
Costa Rica,1984,0,NA,Costa Rica
Costa Rica,1985,0,NA,Costa Rica
Costa Rica,1986,1,0,Costa Rica
Costa Rica,1987,0,NA,Costa Rica
Costa Rica,1988,0,NA,Costa Rica
Costa Rica,1989,0,NA,Costa Rica
Costa Rica,1990,1,0,Costa Rica
Costa Rica,1991,0,NA,Costa Rica
Costa Rica,1992,0,NA,Costa Rica
Costa Rica,1993,0,NA,Costa Rica
Costa Rica,1994,1,0,Costa Rica
Costa Rica,1995,0,NA,Costa Rica
Costa Rica,1996,0,NA,Costa Rica
Costa Rica,1997,0,NA,Costa Rica
Costa Rica,1998,1,1,Costa Rica
Costa Rica,1999,0,NA,Costa Rica
Costa Rica,2000,0,NA,Costa Rica
Costa Rica,2001,0,NA,Costa Rica
Costa Rica,2002,2,1,Costa Rica
Costa Rica,2002,1,1,Costa Rica
Costa Rica,2003,0,NA,Costa Rica
Costa Rica,2004,0,NA,Costa Rica
Costa Rica,2005,0,NA,Costa Rica
Costa Rica,2006,1,1,Costa Rica
Costa Rica,2007,0,NA,Costa Rica
Costa Rica,2008,0,NA,Costa Rica
Costa Rica,2009,0,NA,Costa Rica
Costa Rica,2010,1,1,Costa Rica
Costa Rica,2011,0,NA,Costa Rica
Costa Rica,2012,0,NA,Costa Rica
Costa Rica,2013,0,NA,Costa Rica
Costa Rica,2014,2,0,Costa Rica
Costa Rica,2014,1,1,Costa Rica
Costa Rica,2015,0,NA,Costa Rica
Costa Rica,2016,0,NA,Costa Rica
Costa Rica,2017,0,NA,Costa Rica
Costa Rica,2018,2,1,Costa Rica
Costa Rica,2018,1,1,Costa Rica
Costa Rica,2019,0,NA,Costa Rica
Costa Rica,2020,0,NA,Costa Rica
Costa Rica,2021,0,NA,Costa Rica
Costa Rica,2022,2,1,Costa Rica
Costa Rica,2022,1,1,Costa Rica
Costa Rica,2023,0,NA,Costa Rica
Costa Rica,2024,0,NA,Costa Rica
Republica Dominicana,1958,0,NA,Dominican Republic
Republica Dominicana,1959,0,NA,Dominican Republic
Republica Dominicana,1960,0,NA,Dominican Republic
Republica Dominicana,1961,0,NA,Dominican Republic
Republica Dominicana,1962,0,NA,Dominican Republic
Republica Dominicana,1963,0,NA,Dominican Republic
Republica Dominicana,1964,0,NA,Dominican Republic
Republica Dominicana,1965,0,NA,Dominican Republic
Republica Dominicana,1966,0,NA,Dominican Republic
Republica Dominicana,1967,0,NA,Dominican Republic
Republica Dominicana,1968,0,NA,Dominican Republic
Republica Dominicana,1969,0,NA,Dominican Republic
Republica Dominicana,1970,0,NA,Dominican Republic
Republica Dominicana,1971,0,NA,Dominican Republic
Republica Dominicana,1972,0,NA,Dominican Republic
Republica Dominicana,1973,0,NA,Dominican Republic
Republica Dominicana,1974,0,NA,Dominican Republic
Republica Dominicana,1975,0,NA,Dominican Republic
Republica Dominicana,1976,0,NA,Dominican Republic
Republica Dominicana,1977,0,NA,Dominican Republic
Republica Dominicana,1978,1,0,Dominican Republic
Republica Dominicana,1979,0,NA,Dominican Republic
Republica Dominicana,1980,0,NA,Dominican Republic
Republica Dominicana,1981,0,NA,Dominican Republic
Republica Dominicana,1982,1,0,Dominican Republic
Republica Dominicana,1983,0,NA,Dominican Republic
Republica Dominicana,1984,0,NA,Dominican Republic
Republica Dominicana,1985,0,NA,Dominican Republic
Republica Dominicana,1986,1,0,Dominican Republic
Republica Dominicana,1987,0,NA,Dominican Republic
Republica Dominicana,1988,0,NA,Dominican Republic
Republica Dominicana,1989,0,NA,Dominican Republic
Republica Dominicana,1990,1,0,Dominican Republic
Republica Dominicana,1991,0,NA,Dominican Republic
Republica Dominicana,1992,0,NA,Dominican Republic
Republica Dominicana,1993,0,NA,Dominican Republic
Republica Dominicana,1994,1,0,Dominican Republic
Republica Dominicana,1995,0,NA,Dominican Republic
Republica Dominicana,1996,2,0,Dominican Republic
Republica Dominicana,1996,1,0,Dominican Republic
Republica Dominicana,1997,0,NA,Dominican Republic
Republica Dominicana,1998,0,NA,Dominican Republic
Republica Dominicana,1999,0,NA,Dominican Republic
Republica Dominicana,2000,1,0,Dominican Republic
Republica Dominicana,2001,0,NA,Dominican Republic
Republica Dominicana,2002,0,NA,Dominican Republic
Republica Dominicana,2003,0,NA,Dominican Republic
Republica Dominicana,2004,1,0,Dominican Republic
Republica Dominicana,2005,0,NA,Dominican Republic
Republica Dominicana,2006,0,NA,Dominican Republic
Republica Dominicana,2007,0,NA,Dominican Republic
Republica Dominicana,2008,1,0,Dominican Republic
Republica Dominicana,2009,0,NA,Dominican Republic
Republica Dominicana,2010,0,NA,Dominican Republic
Republica Dominicana,2011,0,NA,Dominican Republic
Republica Dominicana,2012,1,0,Dominican Republic
Republica Dominicana,2013,0,NA,Dominican Republic
Republica Dominicana,2014,0,NA,Dominican Republic
Republica Dominicana,2015,0,NA,Dominican Republic
Republica Dominicana,2016,1,1,Dominican Republic
Republica Dominicana,2017,0,NA,Dominican Republic
Republica Dominicana,2018,0,NA,Dominican Republic
Republica Dominicana,2019,0,NA,Dominican Republic
Republica Dominicana,2020,1,0,Dominican Republic
Republica Dominicana,2021,0,NA,Dominican Republic
Republica Dominicana,2022,0,NA,Dominican Republic
Republica Dominicana,2023,0,NA,Dominican Republic
Republica Dominicana,2024,0,NA,Dominican Republic
El Salvador,1958,0,NA,El Salvador
El Salvador,1959,0,NA,El Salvador
El Salvador,1960,0,NA,El Salvador
El Salvador,1961,0,NA,El Salvador
El Salvador,1962,0,NA,El Salvador
El Salvador,1963,0,NA,El Salvador
El Salvador,1964,0,NA,El Salvador
El Salvador,1965,0,NA,El Salvador
El Salvador,1966,0,NA,El Salvador
El Salvador,1967,0,NA,El Salvador
El Salvador,1968,0,NA,El Salvador
El Salvador,1969,0,NA,El Salvador
El Salvador,1970,0,NA,El Salvador
El Salvador,1971,0,NA,El Salvador
El Salvador,1972,0,NA,El Salvador
El Salvador,1973,0,NA,El Salvador
El Salvador,1974,0,NA,El Salvador
El Salvador,1975,0,NA,El Salvador
El Salvador,1976,0,NA,El Salvador
El Salvador,1977,0,NA,El Salvador
El Salvador,1978,0,NA,El Salvador
El Salvador,1979,0,NA,El Salvador
El Salvador,1980,0,NA,El Salvador
El Salvador,1981,0,NA,El Salvador
El Salvador,1982,0,NA,El Salvador
El Salvador,1983,0,NA,El Salvador
El Salvador,1984,2,0,El Salvador
El Salvador,1984,1,0,El Salvador
El Salvador,1985,0,NA,El Salvador
El Salvador,1986,0,NA,El Salvador
El Salvador,1987,0,NA,El Salvador
El Salvador,1988,0,NA,El Salvador
El Salvador,1989,1,0,El Salvador
El Salvador,1990,0,NA,El Salvador
El Salvador,1991,0,NA,El Salvador
El Salvador,1992,0,NA,El Salvador
El Salvador,1993,0,NA,El Salvador
El Salvador,1994,2,0,El Salvador
El Salvador,1994,1,0,El Salvador
El Salvador,1995,0,NA,El Salvador
El Salvador,1996,0,NA,El Salvador
El Salvador,1997,0,NA,El Salvador
El Salvador,1998,0,NA,El Salvador
El Salvador,1999,1,1,El Salvador
El Salvador,2000,0,NA,El Salvador
El Salvador,2001,0,NA,El Salvador
El Salvador,2002,0,NA,El Salvador
El Salvador,2003,0,NA,El Salvador
El Salvador,2004,1,0,El Salvador
El Salvador,2005,0,NA,El Salvador
El Salvador,2006,0,NA,El Salvador
El Salvador,2007,0,NA,El Salvador
El Salvador,2008,0,NA,El Salvador
El Salvador,2009,1,0,El Salvador
El Salvador,2010,0,NA,El Salvador
El Salvador,2011,0,NA,El Salvador
El Salvador,2012,0,NA,El Salvador
El Salvador,2013,0,NA,El Salvador
El Salvador,2014,2,0,El Salvador
El Salvador,2014,1,1,El Salvador
El Salvador,2015,0,NA,El Salvador
El Salvador,2016,0,NA,El Salvador
El Salvador,2017,0,NA,El Salvador
El Salvador,2018,0,NA,El Salvador
El Salvador,2019,1,1,El Salvador
El Salvador,2020,0,NA,El Salvador
El Salvador,2021,0,NA,El Salvador
El Salvador,2022,0,NA,El Salvador
El Salvador,2023,0,NA,El Salvador
El Salvador,2024,1,0,El Salvador
